username,tweet_date,tweet_text,translated,tweet_link,media_exists
@DonaldMacBTC,"Jun 29, 2023 · 11:55 PM UTC","Vu à #Melun 

#Nael #Nahel #emeutes","Seen in #Melun

#Nael #Nahel #emeuts",https://twitter.com/DonaldMacBTC/status/1674567253361147904?s=20,TRUE
@Kilianblcd,"Jun 29, 2023 · 11:55 PM UTC",C’est du n’importe quoi 😐 #emeutes #Nael #Paris #marseille #toulouse #lyon #nanterre,It's anything 😐 #emeuts #Nael #Paris #Marseille #toulouse #Lyon #nenterre,https://twitter.com/Kilianblcd/status/1674567204627513344?s=20,TRUE
@DonaldMacBTC,"Jun 29, 2023 · 11:54 PM UTC","Vu à #sevran 

Pillage d’un Aldi 

#Nael #Nahel #emeutes","Seen in #Sevran

Aldi looting

#Nael #Nahel #emeuts",https://twitter.com/DonaldMacBTC/status/1674567151514951682?s=20,TRUE
@OGAGBOTON221,"Jun 29, 2023 · 11:54 PM UTC",C’est une dinguerie comment tout le monde s’en balecouilles de l’album de ninho #emeutes #Nael #Nanterre,It’s a dinguerie how everyone is drumped from the Ninho #emeuts #Naelre album #nanterre,https://twitter.com/OGAGBOTON221/status/1674567140748279808?s=20,FALSE
@Bilgi96217405,"Jun 29, 2023 · 11:54 PM UTC",#nael #nahel #paris #emeutes #nanterre,#Nael #Nahel #paris #emeuts #nenterre,https://twitter.com/Bilgi96217405/status/1674567156166537216?s=20,FALSE
@kbnuevesale,"Jun 29, 2023 · 11:54 PM UTC","Impossible  d'aller dormir toutes les minutes  ya des vidéos de ouf qui tombe j'ai peur de rater des truc,  que j'actualise  , on dirait quand ta commencer une bonne série  Netflix  #emeutes #nael","Impossible to go to sleep every minute there are videos of phew that falls I am afraid to miss things, that I am up to, it looks when you start a good Netflix #EMEUTS #NAEL series",https://twitter.com/kbnuevesale/status/1674567104358490114?s=20,FALSE
@AmbreMA4,"Jun 29, 2023 · 11:54 PM UTC","“Avant que Nahël ne soit tué, il était tuable” - La puissance du verbe #nanterre #Nael","""Before Nahël was killed, he was tuable"" - The power of the verb #nanterre #nael",https://twitter.com/AmbreMA4/status/1674567062763581440?s=20,FALSE
@Zalloumyat,"Jun 29, 2023 · 11:54 PM UTC","ليس صراع أجنحة، لكنه كيد نسا. وخوازيق ضراير! الرجلان يتصارعان على قلب (البلح). #عباس_كامل يطلق على #كامل_الوزير لفظ ""كاميليا"". والآخر لا يطيق مجلسه، نسأل الله دوام عدم الاتفاق، وديمومة عدم التوفيق!

#earthquake
#DunePartTwo
#Nael #emeutes
#YaCokSeversen
#مقاطعة_المنتجات_السويدية","It is not a wings struggle, but it is the plot of Nesa. And Darab Darair! The two men wrestle with the heart of (dates). #Abbas_Almel is called #Kamel_Azer the word ""Camellia"". The other cannot tolerate his council, we ask God for the lack of agreement, and the permanence of lack of success!

#EARTHQUKE
#Duneparttwo
#Nael #meutes
#YacoKsevesen
#County of Swedish products",https://twitter.com/Zalloumyat/status/1674567035949285378?s=20,FALSE
@A7MaD_mAdix,"Jun 29, 2023 · 11:54 PM UTC","امرأة فرنسية تصرخ بوجه الحثالة (المدرسة من فضلكم لا تحرقو المدرسة) شرخ صارخ بين حضارة تقدس العلم و المدرسة و بين مجتمع حثالة متطرف متعجرف جاهل و مجرم و خطير
هذا هو الوضع العام بفرنسا
#Nael #Nahel","A French woman screams in the face of the scum (the school, please do not burn the school) is a blatant rift between a civilization that sanctifies science and the school and between a community of extremist extremist, ignorant, criminal, and dangerous.
This is the general situation in France
#NAEL #NAHEL",https://twitter.com/A7MaD_mAdix/status/1674567011496517635?s=20,TRUE
@zks_373,"Jun 29, 2023 · 11:54 PM UTC",Ah c’est trop sa course les conde direct #Tours #justicepourNahel #emeutes #Nael,"Ah, it's too much its race direct #tours #justicepournahel #emeuts #nael",https://twitter.com/zks_373/status/1674566943842484225?s=20,TRUE
@semtis_,"Jun 29, 2023 · 11:54 PM UTC",C’est reparti comme en 2005 hommage a mes freres #Emeute #blockchain #nanterre #Nael,It is gone as in 2005 Tribute to my brothers #emeute #blockchain #nanterre #nael,https://twitter.com/semtis_/status/1674566938301812744?s=20,FALSE
@Oussa_FN,"Jun 29, 2023 · 11:53 PM UTC",J’ai jurer ça lui a jeter de la sauce samouraï 🤣🤣🤣🤣 c’est réel Lille w الله #lille #Nael #emeutes #lilleemeutes,I swear it throws him samurai sauce 🤣🤣🤣🤣 it's real lille w الله #Lille #nael #emeuts #lilleemeutes,https://twitter.com/Oussa_FN/status/1674566864523984964?s=20,TRUE
@louis_joseph_ga,"Jun 29, 2023 · 11:53 PM UTC","تسخينات الفريق الليلي للقيام بأعمال شغب جديدة 😂😂...

فرنسا 🇫🇷 تحترق 🔥 

 #emeutes
#Nael
twitter.com/Zemal_GOAT16/sta…","Night team heats to do new riots 😂😂 ...

France 🇫🇷 burns 🔥

 #Meutes
#NAEL
Twitter.com/zemal_GATAAT16/sta ...",https://twitter.com/louis_joseph_ga/status/1674566883956097026?s=20,FALSE
@tysmeysansmiel,"Jun 29, 2023 · 11:53 PM UTC",#nanterre #Marseille #Paris #emeutes #Nael Marseille et Paris en se moment même :,#ninterre #Marseille #paris #emeuts #nael Marseille and Paris at the same time:,https://twitter.com/tysmeysansmiel/status/1674566855195762690?s=20,FALSE
@Infos247_FR,"Jun 29, 2023 · 11:53 PM UTC","🚨🇫🇷 ALERTES INFOS - Au #Luth, à #Gennevilliers, des jeunes utilisent à nouveau une disqueuse pour couper un poteau.

#emeutes #Nanterre #Nahel #Nael","🚨🇫🇷 Info alerts - at #Luth, #Gennevilliers, young people again use a grinder to cut a pole.

#emeuts #nenterre #nahel #nael",https://twitter.com/Infos247_FR/status/1674566792386080768?s=20,TRUE
@amiensetouvie8z,"Jun 29, 2023 · 11:53 PM UTC",#Amiens Quartier Etouvie (80) #Emeutes #JusticePourNael #LaFrance #Nael #Nanterre #ViolencesPolicières #ViolenceUrbaine,#Amiens Quartier Etouvie (80) #emeuts #justicepournael #lafrance #Nael #nanterre #violencepolicious #violenceurbaine,https://twitter.com/amiensetouvie8z/status/1674566683875262464?s=20,TRUE
@MEDE963,"Jun 29, 2023 · 11:53 PM UTC","#Nael
tiktok.com/@m.hassane.bruxel…","#Nel
tiktok.com/@m.hassane.bbruxel…",https://twitter.com/MEDE963/status/1674566725986291714?s=20,FALSE
@mblh60,"Jun 29, 2023 · 11:53 PM UTC",#emeutes #Nanterre #Nael,#emeuts #nanterre #nael,https://twitter.com/mblh60/status/1674566670503882752?s=20,TRUE
@_DingOM,"Jun 29, 2023 · 11:52 PM UTC",Si les condés tuent des émeutiers il faudra pas faire les victimes hein Ils auront choisi leur mort c’est FDP #emeutes #Emeute #Nael,If the condes kill rioters it will not be necessary to make the victims huh they will have chosen their death it is FDP #emeuts #emeute #nael,https://twitter.com/_DingOM/status/1674566430640013318?s=20,FALSE
@non_citoyen,"Jun 29, 2023 · 11:53 PM UTC","Des centaines de milliards d'euros dépensés depuis 40 ans pour ce résultat.

Merci les gauchistes pour la merde que vous avez fait de ce pays 

#emeutes
#nael 
#Nahel
#emeutes 
#Nanterre","Hundreds of billions of euros spent for 40 years for this result.

Thank you leftists for the shit you have made of this country

#emeuts
#nael
#Nahel
#emeuts
#Nanterre",https://twitter.com/non_citoyen/status/1674566667601362950?s=20,FALSE
@francoisedegois,"Jun 29, 2023 · 11:28 PM UTC","Tous les voyous  /casseurs qui pillent les magasins au nom de la mémoire d’un pauvre petit jeune homme qui est mort , c est absolument à vomir #Nahel  #emeutes","All the thugs /thugs that plunder stores in the name of the memory of a poor little young man who died, it is absolutely to vomit #nahel #emeutes",https://twitter.com/ODILEderaies/status/1674566537405952002?s=20,FALSE
@victorrrOB,"Jun 29, 2023 · 11:51 PM UTC","J'ai vu de gens essayer de brûler le drapeau français, j'ai vu des gens brûler des collèges, des bibliothèques, des refuges d'animaux... Fini twitter jusqu'à que tout ça se termine. Je perd sincèrement foi en nous, les français, on se trompe de combat. #emeutes #Nael","I saw people trying to burn the French flag, I saw people burning colleges, libraries, animal shelters ... finished twitter until it all ends. I sincerely lose faith in us, the French, we are mistaken about combat. #emeuts #nael",https://twitter.com/victorrrOB/status/1674566254504427520?s=20,FALSE
@AlertesInfos,"Jun 29, 2023 · 10:00 PM UTC",twitter.com/i/spaces/1BdGYyw…,twitter.com/i/spaces/1BdGYyw…,https://twitter.com/NABILIFLIX/status/1674566132110434310?s=20,FALSE
@Momo02831319,"Jun 29, 2023 · 11:50 PM UTC",Joliot c'est la 3eme guerre mondiale #emeutes #Nael,Joliot is the 3rd World War #emeuts #Nael,https://twitter.com/Momo02831319/status/1674566010945388544?s=20,TRUE
@TimBouzon,"Jun 29, 2023 · 11:50 PM UTC","Une cinquantaine de délinquants viennent de mettre le feu à plusieurs véhicules rue Castagnary dans le 15ème arrondissement de #Paris. 

Les pompiers sont présents, sans escorte policière. 

Quand est-ce que cela va s’arrêter ? 
#emeutes #Nael","About fifty offenders have just set fire to several vehicles on rue Castagnary in the 15th arrondissement of #Paris.

The firefighters are present, without police escort.

When will it stop?
#emeuts #nael",https://twitter.com/TimBouzon/status/1674566028104179714?s=20,TRUE
@wouah_tcon,"Jun 29, 2023 · 11:50 PM UTC",#Roubaix #Nael #HEM #emeutes,#Raubaix #nael #hem #emeutes,https://twitter.com/wouah_tcon/status/1674566082168864768?s=20,TRUE
@M2Blvck,"Jun 29, 2023 · 11:49 PM UTC",A Ouii la gendarmerie direct #Nael #emeutes #94130,To Ouii the Direct Gendarmerie #nael #emeutes #94130,https://twitter.com/M2Blvck/status/1674565889251762177?s=20,TRUE
@Monkeydiiiy,"Jun 29, 2023 · 11:49 PM UTC",Le Pré-Saint Gervais et Pantin viennent littéralement de crée la meilleur alliance du 93 mdrr #emeutes #nanterre #Nael,The pre-Saint Gervais and Pantin literally come from the best alliance of the 93 mdrr #emeuts #nanterre #nael,https://twitter.com/Monkeydiiiy/status/1674565851268145157?s=20,TRUE
@OGAGBOTON221,"Jun 29, 2023 · 11:49 PM UTC",Y’a trop « wallah » « sur le coran »dans les émeutes bref BFMTV vont se régaler après ses émeutes #emeutes #nanterre #Nael,"There is too much ""wallah"" ""on the Koran"" in the riots in short BFMTV will feast on after his riots #emeuts #nanterre #nael",https://twitter.com/OGAGBOTON221/status/1674565787011493889?s=20,FALSE
@lxclxrc61,"Jun 29, 2023 · 11:49 PM UTC","Il y a que en France qu'on voit ça 
#emeutes #Nael","There is only in France that we see that
#emeuts #nael",https://twitter.com/lxclxrc61/status/1674565786289991680?s=20,FALSE
@serkaanbzk,"Jun 29, 2023 · 11:49 PM UTC",Les francais ils font American nightmare même quand c’est pas la purge #Nael #nahel,The French they are doing American nightmare even when it is not the #Nael #Nahel purge,https://twitter.com/serkaanbzk/status/1674565747593338881?s=20,FALSE
@ftm14_,"Jun 29, 2023 · 11:48 PM UTC","Ils sont 30 en bas de chez moi ça se sent plus, vous faites pitié à attendre les forces de l'ordre juste pour faire la merde. Qu'Allah vous guide!
#emeutes #Nael","They are 30 at the time of my home it feels more, you are pitiful to wait for the police just to do shit. May Allah guide you!
#emeuts #nael",https://twitter.com/ftm14_/status/1674565575324958728?s=20,FALSE
@dragnir93455,"Jun 29, 2023 · 11:48 PM UTC",#sarcelles #emeute #nanterre #Nael wsh les teille de molotov là c'est gta ouuuuu,#Sarcelles #emeute #nenterre #nael WSH Les Teille de Molotov there it's gta ouuuuu,https://twitter.com/dragnir93455/status/1674565592085417985?s=20,TRUE
@cr7lucas71,"Jun 29, 2023 · 11:49 PM UTC","Actuellement tous les citoyens dans les rues.
#nanterre #emeutes #Montpellier #Nael","Currently all citizens in the streets.
#ninterre #emeuts #montpellier #nael",https://twitter.com/cr7lucas71/status/1674565708276023298?s=20,TRUE
@BlackWeedoow,"Jun 29, 2023 · 11:48 PM UTC",Sûrement pour rendre hommage à Naël ... #emeutes #Nael #nanterre,Surely to pay tribute to Naël ... #emeuts #Nael #nanterre,https://twitter.com/BlackWeedoow/status/1674565606895493121?s=20,FALSE
@hamou13000,"Jun 29, 2023 · 11:48 PM UTC",Les fachos Twitter c pas la vrai vie #emeutes #Nanterre #Marseille #Nael,FACHOS Twitter c not real life #emeuts #ninterre #Marseille #Nael,https://twitter.com/hamou13000/status/1674565437168705538?s=20,FALSE
@KannePost,"Jun 29, 2023 · 11:48 PM UTC","Tes actes on des conséquences….vivement l’arrivée de l’armée 🇫🇷
#emeutes #Nael","Your actions we consequences ... please the arrival of the army 🇫🇷
#emeuts #nael",https://twitter.com/KannePost/status/1674565471113302017?s=20,TRUE
@machane_adam,"Jun 29, 2023 · 11:48 PM UTC",Marseille qui monte à Paris pour l’émeute #Nael #emeutes #Marseille,Marseille who goes up to Paris for the riot #nael #emeuts #Marseille,https://twitter.com/machane_adam/status/1674565483788378113?s=20,FALSE
@BksDYouns,"Jun 29, 2023 · 11:48 PM UTC","Embrouille lunaire avec un mec de mon bat et la police , écoutez à la fin ce qu’il dit 😭😂

#Annecy #emeutes #teppes #Nael","Lunar confusion with a guy from my bat and the police, listen to the end what he says 😭😂

#Annecy #emeuts #teppes #nael",https://twitter.com/BksDYouns/status/1674565418927661063?s=20,TRUE
@Melely10,"Jun 29, 2023 · 11:47 PM UTC",Ils ont lâchés le zoo sa yai on y est 😳 #Nael #Nanterre #JusticePourNael,They dropped the zoo its yai we are there 😳 #nael #nanterre #justicepournael,https://twitter.com/Melely10/status/1674565370919673856?s=20,FALSE
@EricGhaffar,"Jun 29, 2023 · 11:48 PM UTC",Émeutes des quartiers à Merignac en cours #Nael #Merignac,District riots in Merignac in progress #Nael #Merignac,https://twitter.com/EricGhaffar/status/1674565413517025281?s=20,FALSE
@PolitiqueSatire,"Jun 29, 2023 · 11:47 PM UTC","Grâce à @JLMelenchon et @FranceInsoumise le prochain président de la république sera une femme avec @MLP_officiel 
Honte à vous ‼️
#emeutes #Nael","Thanks to @jlmelenchon and @franceinsoumise the next President of the Republic will be a woman with @MLP_officiel
Shame on you‼ ️
#emeuts #nael",https://twitter.com/PolitiqueSatire/status/1674565353576316930?s=20,FALSE
@introu_vable38,"Jun 29, 2023 · 11:47 PM UTC","toujours à Echirolles 38130 
#nanterre #Nael #Paris #Lyon #Marseille","Always in Echirolles 38130
#nanterre #nael #paris #lyon #Marseille",https://twitter.com/introu_vable38/status/1674565304683229188?s=20,TRUE
@Viebelle35,"Jun 29, 2023 · 11:47 PM UTC",Zup sud de Rennes #emeutes #nanterre #Nael,ZUP Sud de Rennes #emeuts #nanterre #nael,https://twitter.com/Viebelle35/status/1674565347549106176?s=20,TRUE
@Marubathu777,"Jun 29, 2023 · 11:47 PM UTC",@EmmanuelMacron @GDarmanin ça vous concerne . Heureux ? Merci Brigitte 🥰 #MacronDemission #DarmaninDemission #GouvernementDeTromperie #Nael,@Emmanuelmacron @gdarmanin that concerns you. Happy ? Thank you Brigitte 🥰 #macrondation #DarManindession #gouvermentdetromperie #Nael,https://twitter.com/Marubathu777/status/1674565295103516675?s=20,FALSE
@LFoude,"Jun 29, 2023 · 11:47 PM UTC","Trop de sans cerveau qui casse et brûle tt ! C’est pas ça la justice! #Nael 
Pauvre mino, paix à son ame. J’espère que notre pays va revenir à la paie et la raison!","Too much brainless that breaks and burns TT! That's not justice! #Nael
Poor Mino, peace to his soul. I hope our country will return to pay and reason!",https://twitter.com/LFoude/status/1674565247535927298?s=20,FALSE
@Infos247_FR,"Jun 29, 2023 · 11:47 PM UTC","🚨🇫🇷 ALERTES INFOS - À #Savigny, situation de chaos.

#emeutes #Nanterre #Nahel #Nael","🚨🇫🇷 Info alerts - in #savigny, situation of chaos.

#emeuts #nenterre #nahel #nael",https://twitter.com/Infos247_FR/status/1674565197325914118?s=20,TRUE
@EricGhaffar,"Jun 29, 2023 · 11:46 PM UTC","Ce soir dans plusieurs quartiers de Merignac retentis des tirs de mortiers . Certains quartiers de Merignac s embrasent ! #Nael
#merignac","Tonight in several districts of Merignac seized mortar fire. Some districts of Merignac are hung up! #Nael
#Merignac",https://twitter.com/EricGhaffar/status/1674565109060911104?s=20,FALSE
@KannePost,"Jun 29, 2023 · 11:46 PM UTC","Poste de police prise d’assaut par des manifestants sur Marseille 
#emeutes #Marseille #Nael","Police position taken by demonstrators by demonstrators in Marseille
#emeuts #Marseille #nael",https://twitter.com/KannePost/status/1674565130808438784?s=20,TRUE
@OGAGBOTON221,"Jun 29, 2023 · 11:46 PM UTC",le Louis Vuitton de Bernard Arnaud quel grâce #emeutes #LVMH #nanterre #Nael,The Louis Vuitton by Bernard Arnaud what grace #EMEUTES #LVMH #NATERRE #NAEL,https://twitter.com/OGAGBOTON221/status/1674565087418277889?s=20,TRUE
@Anonymeeeees,"Jun 29, 2023 · 11:46 PM UTC",#nanterre #Nael,#nanterre #nael,https://twitter.com/Anonymeeeees/status/1674565010264145922?s=20,FALSE
@PhenomeneMuzik,"Jun 29, 2023 · 11:46 PM UTC","Même si la police tire, il’s n'auront jamais tort. Toutes mes pensées vont à la famille de #NAEL 🙏😭 QUE SON ÂME REPOSE EN PAIX","Even if the police shoot, they will never be wrong. All my thoughts go to the family of #Nael 🙏😭 that his soul rests in peace",https://twitter.com/PhenomeneMuzik/status/1674564991016480772?s=20,FALSE
@jakiipapouche,"Jun 29, 2023 · 11:45 PM UTC",Voilà !!! Encore un p’tit encore et vous pensez les p’tit quand il vous voient il vous s’arrêter et coopérer ? Mais bien sur bande de fils de t?mp #emeutes #Nael #nanterre,So !!! Another little little one and you think the little ones when they see you stop you and cooperate? But of course on a strip of threads of T?,https://twitter.com/jakiipapouche/status/1674564891242315779?s=20,TRUE
@mowgli_225,"Jun 29, 2023 · 11:46 PM UTC",Ils continue a tiré ils veulent pas comprendre #Nael #Bordeaux twitter.com/i/web/status/167…,They continue they did not want to understand #nael #bordeaux twitter.com/i/web/status/167…,https://twitter.com/mowgli_225/status/1674564998004178947?s=20,TRUE
@MilkyWayswhite,"Jun 29, 2023 · 11:45 PM UTC",#emeutes #Nael lol,#meedes #nael lol,https://twitter.com/MilkyWayswhite/status/1674564863274655749?s=20,FALSE
@amdqlf_,"Jun 29, 2023 · 11:45 PM UTC",Sa ressemble vachement à gotham city 😭😭#emeutes #Nael,It really looks like Gotham City 😭😭 #rods #Nael,https://twitter.com/amdqlf_/status/1674564705434599424?s=20,FALSE
@7857Torez,"Jun 29, 2023 · 11:44 PM UTC",#emeutes,#Emeutes,https://twitter.com/7857Torez/status/1674564656159940611?s=20,TRUE
@Anonymeeeees,"Jun 29, 2023 · 11:44 PM UTC",Affrontement entre les crs et la cité parc orbrion a Mitry-Mory 77290 🛑 pluiseur poubelle et vehicule on etais brulé ainsi que le supermarché (intermarché a etais devalisé)#nanterre #Nael twitter.com/i/web/status/167…,Confrontation between the CRS and the Cité Parc Orbrion A Mitry-Mory 77290 🛑 Plurier trash and vehicle on burnt as well as the supermarket (Intermarché a was deviated) #nanterre #nael Twitter.com/i/web/status/167…,https://twitter.com/Anonymeeeees/status/1674564644952854534?s=20,TRUE
@jerichowtl,"Jun 29, 2023 · 11:44 PM UTC","Les mecs ils ont des codes de triches pour les émeutes
#emeutes #Nael","Guys they have cheating codes for riots
#emeuts #nael",https://twitter.com/watala_jericho/status/1674564507903959041?s=20,FALSE
@PapNdiaye,"Jun 29, 2023 · 8:14 AM UTC","Je partage et je comprends l’émotion qu’a provoquée la mort de Nahel. Néanmoins, attaquer et brûler des écoles, des mairies, des commissariats est injustifiable : revenons au calme et à la responsabilité. Tout mon soutien à ceux dont les écoles et les établissements sont touchés.","I share and understand the emotion caused by Nahel's death. Nevertheless, attacking and burning schools, town halls, police stations is unjustifiable: let's come back to calm and responsibility. All my support for those whose schools and establishments are affected.",https://twitter.com/espritberber/status/1674564133465780230?s=20,FALSE
@real__amy,"Jun 29, 2023 · 11:43 PM UTC","“[…] Ô France ! voici venu le jour où il te faut rendre des comptes
Prépare toi ! voici notre réponse Le verdict, Notre révolution le rendra Car nous avons décidé que l’Algérie vivra Soyez-en témoin !” 
, Qasaman
#Nael #FranceProtests  #فرنسا_تحترق #فرنسا #نانتير #nanterre","“[…] O France! Here comes the day you have to account
Get ready ! Here is our answer The verdict, our revolution will return it because we have decided that Algeria will live be witness! ”
, Qasaman
#Nael #FranceProttes #فرنسا_تحتر 25",https://twitter.com/real__amy/status/1674564374608977920?s=20,TRUE
@francoisedegois,"Jun 29, 2023 · 11:19 PM UTC","Pour info , la Rue de Rivoli est littéralement vandalisée en ce moment et il n’y a pas un seul policier à l’horizon.  Beaucoup de vitrines de magasins saccagées . C’est violent .","FYI, rue de Rivoli is literally vandalized at the moment and there is not a single police officer on the horizon. Many showcases of ransacked stores. It's violent .",https://twitter.com/cagolun/status/1674564201870655491?s=20,FALSE
@Hjjl30592252,"Jun 29, 2023 · 11:43 PM UTC","Twitter ce soir :
#emeutes #Nael #nanterre","Twitter tonight:
#emeuts #Nael #nenterre",https://twitter.com/Hjjl30592252/status/1674564379289763840?s=20,FALSE
@bedirhaann10,"Jun 29, 2023 · 11:43 PM UTC",zehma voler des téléphones ça rend hommage à #Nael ?,Zehma steal phones pay tribute to #Nael?,https://twitter.com/bedirhaann10/status/1674564174343536641?s=20,FALSE
@introu_vable38,"Jun 29, 2023 · 11:42 PM UTC","📍Grenoble teisseire 38100 
#emeutes #Nael #Paris #Nanterre #marseille","📍Grenoble Teisseire 38100
#emeuts #Nael #Paris #nenterre #Marseille",https://twitter.com/introu_vable38/status/1674564053996392448?s=20,TRUE
@EricGhaffar,"Jun 29, 2023 · 11:42 PM UTC","Apperement dans mon quartier à #Merignac plusieurs tirs de mortiers et plusieurs quartiers de Merignac #Nael
#merignac","Calling in my neighborhood in #Merignac several mortar shots and several districts of Merignac #Nael
#Merignac",https://twitter.com/EricGhaffar/status/1674564029879074817?s=20,FALSE
@FredSakila,"Jun 29, 2023 · 11:42 PM UTC","Blague à part les émeutiers se font du mal à eux même en détruisent les commerces de proximité et les voitures des proches. Allez attaquer les grandes enseignes à Paris. 
#Emeute 
#justice 
#Nael","Joking aside the rioters are harmful to themselves destroy the local shops and the cars of relatives. Go attack the big brands in Paris.
#Riot
#justice
#Nael",https://twitter.com/FredSakila/status/1674563988674293762?s=20,FALSE
@Infos247_FR,"Jun 29, 2023 · 11:42 PM UTC","🚨🇫🇷 ALERTES INFOS - À #Paris, le centre des impôts est visé par des tirs de mortiers par les émeutiers et des projectiles.

#emeutes #Nanterre #Nahel #Nael","🚨🇫🇷 Info alerts - In #Paris, the tax center is targeted by mortar fire by rioters and projectiles.

#emeuts #nenterre #nahel #nael",https://twitter.com/Infos247_FR/status/1674564073571188741?s=20,TRUE
@erines05,"Jun 29, 2023 · 11:42 PM UTC",J’AI EU LA VIDÉO DE L’ANNÉE SUR CES ÉMEUTE JE PEUT DORMIR EN PAIX!! #emeutes #Nael #zoo,I had the video of the year on these riots I can sleep in peace !! #emeuts #nael #zoo,https://twitter.com/erines05/status/1674563935184334848?s=20,FALSE
@lehhh94,"Jun 29, 2023 · 11:42 PM UTC",#emeutes #Commissariat #choisyleroi #Nael,#emeuts #commissariat #choisyleroi #nael,https://twitter.com/lehhh94/status/1674563982370193408?s=20,TRUE
@PapNdiaye,"Jun 29, 2023 · 8:14 AM UTC","Je partage et je comprends l’émotion qu’a provoquée la mort de Nahel. Néanmoins, attaquer et brûler des écoles, des mairies, des commissariats est injustifiable : revenons au calme et à la responsabilité. Tout mon soutien à ceux dont les écoles et les établissements sont touchés.","I share and understand the emotion caused by Nahel's death. Nevertheless, attacking and burning schools, town halls, police stations is unjustifiable: let's come back to calm and responsibility. All my support for those whose schools and establishments are affected.",https://twitter.com/espritberber/status/1674563901839626243?s=20,FALSE
@Mhdshwaimeh,"Jun 29, 2023 · 11:41 PM UTC",🇫🇷 مركز مونبلييه المالي العام يحترق! #emeutes #Nael,🇫🇷 Montpellier General Financial Center burns! #Meutes #Nael,https://twitter.com/Mhdshwaimeh/status/1674563859548454912?s=20,FALSE
@mblh60,"Jun 29, 2023 · 11:40 PM UTC",#emeutes #Nael #Nanterre,#emeuts #Nael #nenterre,https://twitter.com/mblh60/status/1674563645081092100?s=20,TRUE
@amdqlf_,"Jun 29, 2023 · 11:41 PM UTC",SA ME FUME 😭😭#emeutes #Nael twitter.com/i/web/status/167…,SA ME FUME,https://twitter.com/amdqlf_/status/1674563828120530944?s=20,TRUE
@dzolaski62,"Jun 29, 2023 · 11:41 PM UTC",Dire que macron et entrain de foudroyé Brigitte pendant que son pays et dans le chaos #emeutes #Nael,To say that Macron and enthusiasm Brigitte while her country and in chaos #emeuts #Nael,https://twitter.com/dzolaski62/status/1674563856226557953?s=20,FALSE
@RealJericho11,"Jun 29, 2023 · 11:40 PM UTC","Du coup vous pensez que ça se passera comment quand les #grandremplacement aura dépassé les 50% ?
La c’est juste un avant goût ;)
#emeutes #Nael 
Ça sera probablement à base de massacre à la machette en pleine rue mais bon, fermons les yeux !","So you think it will happen how when the #Grandremplacement has exceeded 50%?
Is just a taste;)
#emeuts #nael
It will probably be based on Machette massacre in the street but hey, let's close your eyes!",https://twitter.com/RealJericho11/status/1674563637581606912?s=20,TRUE
@lazareftd,"Jun 29, 2023 · 11:40 PM UTC","Remuons la merde. 🚩🏴
#emeutes #marchedelarevolte #Nael #justicepourNahel
piped.video/yKydYllju6w","EMOON LAS Merde. 🚩🏴
#ememeunts #marchedelavilte #nael #justicepournahel
piped.video/ykyyllju6w",https://twitter.com/lazareftd/status/1674563635262177281?s=20,FALSE
@MvMarron,"Jun 29, 2023 · 11:40 PM UTC",Rillieux là pape #Lyon #Nael #Rillieux #emeutes twitter.com/i/web/status/167…,Rillieux there Pape #lyon #Nael #rillieux #emeutes Twitter.com/i/web/status/167…,https://twitter.com/MvMarron/status/1674563604190748673?s=20,TRUE
@mohamedrd31,"Jun 29, 2023 · 11:40 PM UTC","الحفلة... الحفلة ، بصوت قشيحة. 

#Nael","The party ... the party, with a sudden voice.

#NAEL",https://twitter.com/mohamedrd31/status/1674563595844083712?s=20,FALSE
@k20336214,"Jun 29, 2023 · 11:40 PM UTC",Athena c’est pas la vrai vie ?qui a disait que c’est pas réaliste #emeutes #Nael,Athena is not real life? Who said that it is not realistic #emeuts #nael,https://twitter.com/k20336214/status/1674563564554670087?s=20,TRUE
@dijix_irl,"Jun 29, 2023 · 11:40 PM UTC",Wesh on a fait un retour en 2015 ou quoi ? #Bataclan  #GIGN  #emeutes  #Nael,Wesh did we return in 2015 or what? #Bataclan #gign #emeuts #nael,https://twitter.com/dijix_irl/status/1674563593277145089?s=20,FALSE
@BFMTV,"Jun 29, 2023 · 9:35 PM UTC","🔴 EN DIRECT
Mort de Nahel: l'avocat du policier estime que l'adolescent ""n'a pas eu si peur de se faire tirer dessus""
bfmtv.com/police-justice/en-…","🔴 Live
Nahel's death: the policeman's lawyer believes that the teenager ""was not so afraid to be shot""
bfmtv.com/police-justice/en-…",https://twitter.com/DelocKphotos/status/1674563542438100997?s=20,FALSE
@rako2b,"Jun 29, 2023 · 11:40 PM UTC",#Nael ##Police #Nahel,#Nael ## Police #Nahel,https://twitter.com/rako2b/status/1674563455850823683?s=20,TRUE
@introu_vable38,"Jun 29, 2023 · 11:40 PM UTC","📍Saint Martin dheres 38400 ils attaquent le commissariat à coup de mortier 
#Nael #Nanterre #Paris #emeutes #Marseille","📍Saint Martin Dheres 38400 They attack the police station with a mortar
#Nael #nenterre #paris #emeuts #Marseille",https://twitter.com/introu_vable38/status/1674563522708099081?s=20,TRUE
